speaker_name,last name,first name,nickname,speaker_title_1,speaker_affiliation_1,speaker_title_2,speaker_affiliation_2,speaker_bio,speaker_website,twitter_handle
Tara McPherson,McPherson,Tara,,Associate Professor of Critical Studies,University of Southern California,,,"<strong>Tara McPherson</strong> is Associate Professor of Critical Studies at the University of Southern California’s School of Cinematic Arts.  She is a core faculty member of the IMAP program, USC’s innovative practice based-Ph.D., and also an affiliated faculty member in the American Studies and Ethnicity Department.  Her research engages the cultural dimensions of media, including the intersection of gender, race, affect and place.  She has a particular interest in digital media.  Here, her research focuses on the digital humanities, early software histories, gender, and race, as well as upon the development of new tools and paradigms for digital publishing, learning, and authorship._x000D_
_x000D_
Her <em>Reconstructing Dixie: Race, Gender and Nostalgia in the Imagined South</em> (Duke UP: 2003) received the 2004 John G. Cawelti Award for the outstanding book published on American Culture, among other awards.  She is co-editor of <em>Hop on Pop: The Politics and Pleasures of Popular Culture</em> (Duke UP: 2003) and editor of <em>Digital Youth, Innovation and the Unexpected</em>, part of the MacArthur Foundation series on Digital Media and Learning (MIT Press, 2008.)   Her writing has appeared in numerous journals, including <em>Camera Obscura, The Velvet Light Trap, Discourse, and Screen,</em> and in edited anthologies such as <em>Race and Cyberspace, The New Media Book, The Object Reader, Virtual Publics, The Visual Culture Reader 2.0</em>, and <em>Basketball Jones.</em>  The anthology, Interactive Frictions, co-edited with Marsha Kinder, is forthcoming from the University of California Press, and she is currently working on a manuscript examining the digital transformation of the archive as it mutates into the database._x000D_
_x000D_
She is the Founding Editor of <em>Vectors</em>, <a href=""www.vectorsjournal.org"">www.vectorsjournal.org</a>, a multimedia peer-reviewed journal affiliated with the Open Humanities Press, and is a founding editor of the MacArthur-supported <em>International Journal of Learning and Media </em>(launched by MIT Press in 2009.)  She is a widely sought-out speaker on the digital humanities, digital scholarship, and feminist technology studies.  Tara was among the founding organizers of Race in Digital Space, a multi-year project supported by the Annenberg Center for Communication and the Ford and Rockefeller Foundations.  She is on the advisory board of the Mellon-funded Scholarly Communications Institute, has frequently served as an AFI juror, is a core board member of <a href=""www.hastac.org"">HASTAC</a> , and is on the boards of several journals and other organizations.  At USC, she co-directs (with Phil Ethington) the new Center for Transformative Scholarship and is a fellow at the Center for Excellence in Teaching. With major support from the Mellon Foundation, she is currently working with colleagues from leading universities and with several academic presses, museums, scholarly societies, and archives to explore new modes of scholarship for visual culture research.   She is the lead PI on the new authoring platform, Scalar, and for the Alliance for Networking Visual Culture, <a href=""scalar.usc.edu/"">scalar.usc.edu</a>.",cinema.usc.edu/directories/profile.cfm?id=6590,tmcphers
Tara Rodgers,Rodgers,Tara,,Assistant Professor of Women’s Studies,University of Maryland,,,,analogtara.net/wp,analogtara
Ted Dawson,Dawson,Ted,,Visiting Assistant Professor of German Studies,University of Maryland,,,"Ted Dawson is Visiting Assistant Professor of German Studies at the University of Maryland, College Park, where he is currently teaching a course on the history of environmental thinking in German culture. His research touches on media studies, digital humanities, and environmental humanities, and he is presently developing a project that investigates the environmental consequences of aesthetic experience through the lens of Austrian rap music.",,germanisted 
Thomas Gideon,Gideon,Thomas,,,,,,,,
Thomas Haigh,Haigh,Thomas,,Associate Professor of Information Studies,University of Wisconsin Milwaukee,,,"Thomas Haigh received his Ph.D. in History and Sociology of Science from the University of Pennsylvania after earning two degrees in Computer Science from the University of Manchester. Haigh has published on many aspects of the history of computing including the evolution of data base management systems, word processing, the software package concept, corporate computer departments, Internet software, computing in science fiction, computer architecture, and the gendered division of work in data processing. As well as <em><a href=""eniacinaction.com/the-book/"" target=""_blank"" rel=""noopener"">ENIAC in Action</a></em> (MIT, 2016) he edited <em><a href=""www.hup.harvard.edu/catalog.php?isbn=9780674055681"" target=""_blank"" rel=""noopener"">Histories of Computing</a></em> (Harvard, 2011), a collection of the work of Michael S. Mahoney. He write the “Historical Reflections” column for Communications of the Association for Computing Machinery (ACM). His new projects are an reexamination of the wartime Colossus codebreaking machine and a book, <em>Acolytes of Information</em>, on the history of information systems work in the American corporation. Learn more at <a href=""www.tomandmaria.com/tom"" target=""_blank"" rel=""noopener"">his website</a>.",tomandmaria.com/tom,
Tim Carmody,Carmody,Tim,,Critical Writing Program fellow,University of Pennsylvannia,,,,,
Timothy Stinson,Stinson,Timothy,,,University of Virginia,,,,,
Tom Scheinfeldt,Scheinfeldt,Tom,,,"Center for History and New Media, George Mason University",,,"Tom Scheinfeldt is Director-at-Large of the Center for History and New Media and Research Assistant Professor of History in the Department of History and Art History at George Mason University. Tom received his bachelor’s degree from Harvard and his master’s and doctoral degrees from Oxford, where his doctoral thesis examined inter-war interest in science and its history in diverse cultural contexts, including museums, universities, World’s Fairs and the mass media. A research associate at the Smithsonian Institution Archives and a fellow of the Science Museum, London, Tom has lectured and written extensively on the history of popular science, the history of museums, history and new media, and the changing role of history in society, and has worked on traditional exhibitions and digital projects at the Colorado Historical Society, the Museum of the History of Science in Oxford, The Louisiana State Museum, the National Museum of American History, and the Library of Congress. In addition to overseeing THATCamp.org for the Center for History and New Media, Tom has directed several of its online history projects, including Omeka, the September 11 Digital Archive, the Hurricane Digital Memory Bank, the Papers of the War Department, 1784-1800, and Gulag: Many Days, Many Lives. Tom blogs at Found History and is a regular on the Digital Campus podcast.",foundhistory.org,foundhistory
Travis Brown,Brown,Travis,,Assistant Director of Research and Development,"MITH, University of Maryland",,,,,travisbrown
Trevor Muñoz,Muñoz,Trevor,,Associate Director of MITH,Maryland Institute for Technology in the Humanities,,,,,trevormunoz
Trevor Owens,Owens,Trevor,,Digital Archivist,Office of Strategic Initiatives at the Library of Congress,,,,,tjowens
Trisha Campbell,Campbell,Trisha,,Assistant Professor of English,Salisbury University,,,"Trisha Campbell is an Assistant Professor of Writing and Rhetoric with a designated emphasis on Digital Rhetoric and Theory. Her work on the murder networks is finding audiences at national conferences and internationally peer-reviewed journals. Her work discusses an array of issues on race, human and non human agents, network logic, and new materialist rhetoric with regard to violence, digital publics, and our radically connected inhabitancy of the world. To this end, she teaches, makes, and composes projects--digital and textual, creative and critical--that imagine work in the humanities to be hinged on an interceding praxis. She is currently revising her manuscript, <em>Murder Networks.</em>_x000D__x000D_
_x000D__x000D_
&nbsp;",digitaltrishacampbell.com,digitaltrisha 
