speaker_name,last name,first name,nickname,speaker_title_1,speaker_affiliation_1,speaker_title_2,speaker_affiliation_2,speaker_bio,speaker_website,twitter_handle
Silvia Mejía Estévez,Mejía Estévez,Silvia,,"Ph.D., Comparative Literature",Comparative Literature,,,"{\pard \ql \f0 \sa0 \li0 \fi0 {\b Silvia Mej\u237?a Est\u233?vez}\u160?is a doctoral candidate in Comparative Literature and a MITH fellow.\par}

",,
Siva Vaidhyanathan,Vaidhyanathan,Siva,,Professor of Media Studies,University of Virginia,,,"

",,sivavaid
Stanley Katz,Katz,Stanley,,President Emeritus,American Council of Learned Societies,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Stanley Katz is President {\i Emeritus} of the American Council of Learned Societies, the leading organization in humanistic scholarship and education in the United States. Mr. Katz graduated {\i magna cum laude} from Harvard University in 1955 with a major in English History and Literature. He received his M.A. from Harvard in American History in 1959 and his Ph.D. in the same field from Harvard in 1961. He attended Harvard Law School in 1969-70. His recent research focuses upon the relationship of civil society and constitutionalism to democracy, and upon the relationship of the United States to the international human rights regime. Formerly Class of 1921 Bicentennial Professor of the History of American Law and Liberty at Princeton University, Mr. Katz is a leading expert on American legal and constitutional history, and on philanthropy and non-profit institutions. The author and editor of numerous books and articles, Mr. Katz has served as President of the Organization of American Historians and the American Society for Legal History and as Vice President of the Research Division of the American Historical Association. He is a member of the Board of Trustees of the Newberry Library, the Social Science Research Council, the Copyright Clearance Center and numerous other institutions. He also currently serves as Chair of the American Council of Learned Societies/Social Science Research Council Working Group on Cuba. Katz is a member of the New Jersey Council for the Humanities, the American Antiquarian Society, the American Philosophical Society; a Fellow of the American Society for Legal History, the American Academy of Arts and Sciences, and the Society of American Historians; and a Corresponding Member of the Massachusetts Historical Society. He has honorary degrees from several universities.\par}

",princeton.edu/~snkatz/biography.html,
Stephanie Ceraso,Ceraso,Stephanie,,Assistant Professor of English,University of Maryland Baltimore County,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Steph Ceraso is an Assistant Professor of English at the University of Maryland, Baltimore County. Her research and teaching interests are rhetoric and composition, pedagogy, sound studies, and digital media. In addition to coediting a special \u8220""{\field{\*\fldinst{HYPERLINK ""harlotofthearts.orgindex.php/harlot/issue/view/9""}}{\fldrslt{\ul
Sonic Rhetorics
}}}
\u8221"" issue of {\i Harlot}, her work has appeared in {\i {\field{\*\fldinst{HYPERLINK ""currents.cwrl.utexas.edu/2011/digitallyrical""}}{\fldrslt{\ul
Currents in Electronic Literacy
}}}
}, {\field{\*\fldinst{HYPERLINK ""www.hastac.orgblogs/stephceraso/2014/02/09/sonic-composing-assignments""}}{\fldrslt{\ul
HASTAC
}}}
, {\field{\*\fldinst{HYPERLINK ""soundstudiesblog.com/2012/02/27/the-plasticity-of-listening-deafness-and-sound-studies/""}}{\fldrslt{\ul
Sounding Out! Blog
}}}
, and {\field{\*\fldinst{HYPERLINK ""fembotcollective.orgblog/category/laundryday/feminist-media-production-pt-2/""}}{\fldrslt{\ul
Fembot Collective
}}}
. Some of her forthcoming essays include \u8220""Re(Educating) the Senses\u8221"" (in College English) and \u8220""Sound Practices for Digital Humanities\u8221"" (in Provoke! Digital Sound Studies, Duke UP). You can find more about her research, media projects, and teaching\u160?{\field{\*\fldinst{HYPERLINK ""www.stephceraso.com""}}{\fldrslt{\ul
on her website here
}}}
._x000D_ _x000D_ \u160?\par}

",stephceraso.com,stephceraso
Stephanie Clarke-Graham,Clarke-Graham,Stephanie,,,,,,"

",,
Stuart Moulthrop,Moulthrop,Stuart,,Professor of Information Arts and Technologies,University of Baltimore,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Born in Baltimore, Maryland in 1957, he became an English major at George Washington University after reading {\i Gravity's Rainbow} by Thomas Pynchon in 1975. He received his PhD from Yale University in 1986. He taught at Yale from 1984\u8211-1990, and then at the University of Texas at Austin and the Georgia Institute of Technology. In 1994 he moved back to Baltimore to teach at the University of Baltimore. As a Professor of Information Arts and Technologies, he formerly taught in the Bachelor of Science in Simulation and Digital Entertainment.\u160?He is also involved in the Master's and Doctoral programs. [{\field{\*\fldinst{HYPERLINK ""https://en.wikipedia.orgwiki/Stuart_Moulthrop""}}{\fldrslt{\ul
Source: Wikipedia
}}}
]\par}

",,StuartMoulthrop
Sunil Iyengar,Iyengar,Sunil,,,National Endowment for the Arts,,,"

",,
Susan Garfinkel,Garfinkel,Susan,,,,,,"

",,
Susan Schreibman,Schreibman,Susan,,,"Digital Collections and Research, University of Maryland Libraries",,,"

",,
Sylvia Fernandez,Fernandez,Sylvia,,Ph.D Candidate,University of Houston,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Sylvia Fern\u225?ndez is a Ph.D. Candidate with the Department of Hispanic Studies at the University of Houston. Her research is on Mexican and Latino/a Literature with a focus on Border Studies, Women's, Gender and Sexualities Studies, Hispanic Archives, and Digital Humanities. Among her DH collaborations, she cofounded Borderlands Archives Cartography (BAC), is part of the core team of Torn Apart / Separados, and the ongoing project of United Fronteras.\par}

",,sferna109
Tanya Clement,Clement,Tanya,,"Graduate Student, English Department",University of Maryland,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Helming from the English Department Tanya Clement\u8217's dissertation, {\i The Making of Digital Modernism: Re-reading Modernist Texts with Computer-Assisted Analysis}, is genuinely groundbreaking and will contribute new readings and new knowledge to the scholarship on Gertrude Stein as well as a lesser-known figure, the Baroness Elsa von Freytag-Loringhoven (who was pivotal in the American Dadaist movement). By using a wide range of computational tools and techniques, ranging from text encoding to text mining and visualization, Clement\u8217's project is a bracing demonstration of just how completely our readings and understandings of complex literary work can be reconfigured with the intervention of new media.\par}

",tanyaclement.org,tanyaclement
Tara McPherson,McPherson,Tara,,Associate Professor of Critical Studies,University of Southern California,,,"{\pard \ql \f0 \sa0 \li0 \fi0 {\b Tara McPherson} is Associate Professor of Critical Studies at the University of Southern California\u8217's School of Cinematic Arts.\u160? She is a core faculty member of the IMAP program, USC\u8217's innovative practice based-Ph.D., and also an affiliated faculty member in the American Studies and Ethnicity Department.\u160? Her research engages the cultural dimensions of media, including the intersection of gender, race, affect and place.\u160? She has a particular interest in digital media.\u160? Here, her research focuses on the digital humanities, early software histories, gender, and race, as well as upon the development of new tools and paradigms for digital publishing, learning, and authorship._x000D_ _x000D_ Her {\i Reconstructing Dixie: Race, Gender and Nostalgia in the Imagined South} (Duke UP: 2003) received the 2004 John G. Cawelti Award for the outstanding book published on American Culture, among other awards.\u160? She is co-editor of {\i Hop on Pop: The Politics and Pleasures of Popular Culture} (Duke UP: 2003) and editor of {\i Digital Youth, Innovation and the Unexpected}, part of the MacArthur Foundation series on Digital Media and Learning (MIT Press, 2008.)\u160?\u160? Her writing has appeared in numerous journals, including {\i Camera Obscura, The Velvet Light Trap, Discourse, and Screen,} and in edited anthologies such as {\i Race and Cyberspace, The New Media Book, The Object Reader, Virtual Publics, The Visual Culture Reader 2.0}, and {\i Basketball Jones.}\u160? The anthology, Interactive Frictions, co-edited with Marsha Kinder, is forthcoming from the University of California Press, and she is currently working on a manuscript examining the digital transformation of the archive as it mutates into the database._x000D_ _x000D_ She is the Founding Editor of {\i Vectors}, {\field{\*\fldinst{HYPERLINK ""www.vectorsjournal.org""}}{\fldrslt{\ul
www.vectorsjournal.org
}}}
, a multimedia peer-reviewed journal affiliated with the Open Humanities Press, and is a founding editor of the MacArthur-supported {\i International Journal of Learning and Media} (launched by MIT Press in 2009.)\u160? She is a widely sought-out speaker on the digital humanities, digital scholarship, and feminist technology studies.\u160? Tara was among the founding organizers of Race in Digital Space, a multi-year project supported by the Annenberg Center for Communication and the Ford and Rockefeller Foundations.\u160? She is on the advisory board of the Mellon-funded Scholarly Communications Institute, has frequently served as an AFI juror, is a core board member of {\field{\*\fldinst{HYPERLINK ""www.hastac.org""}}{\fldrslt{\ul
HASTAC
}}}
 , and is on the boards of several journals and other organizations.\u160? At USC, she co-directs (with Phil Ethington) the new Center for Transformative Scholarship and is a fellow at the Center for Excellence in Teaching. With major support from the Mellon Foundation, she is currently working with colleagues from leading universities and with several academic presses, museums, scholarly societies, and archives to explore new modes of scholarship for visual culture research.\u160?\u160? She is the lead PI on the new authoring platform, Scalar, and for the Alliance for Networking Visual Culture, {\field{\*\fldinst{HYPERLINK ""scalar.usc.edu/""}}{\fldrslt{\ul
scalar.usc.edu
}}}
.\par}

",cinema.usc.edu/directories/profile.cfm?id=6590,tmcphers
